	Easting	Northing	Elevation
3878	168960.15676328004	104334.11366122775	271.89099999999996
3879	168959.615277129	104334.15917551704	271.839
3880	168959.01801222365	104334.21301723644	271.877
3881	168958.43874732545	104334.25264923088	271.93
3882	168957.8427611463	104334.34765041154	271.971
3883	168957.20655921422	104334.32089694403	271.95799999999997
3884	168956.56182777593	104334.35232280102	271.915
3885	168955.92981654356	104334.35024028923	271.836
3886	168955.32708206773	104334.37143561803	271.779
3887	168954.65450207912	104334.41221624613	271.759
3888	168953.97812988848	104334.41664854065	271.76599999999996
3889	168953.31900553088	104334.48398720566	271.808
3890	168952.68406788984	104334.46928862296	271.844
3891	168952.05566449443	104334.58808838949	271.801
3892	168951.40556801422	104334.65712811425	271.765
3893	168950.7621755839	104334.77921113465	271.72900000000004
3894	168950.11876140695	104334.87422842532	271.683
3895	168949.4686629929	104334.94382452313	271.678
3896	168948.80147832105	104335.03801517747	271.687
3897	168948.19288494514	104335.06883015018	271.745
3898	168947.59831147428	104335.16773056425	271.735
3899	168946.9409406607	104335.17705183662	271.73
3900	168946.25727144504	104335.29380025994	271.682
3901	168945.5866051905	104335.39761868119	271.607
3902	168944.8917279254	104335.55715025682	271.54
3903	168944.19755152985	104335.653840038	271.503
3904	168943.53656535828	104335.7432336621	271.527
3905	168942.89761382915	104335.85346912965	271.58299999999997
3906	168942.25697052307	104335.90511799604	271.584
3907	168941.5478103483	104336.03679153696	271.522
3908	168940.86337654525	104336.1016310351	271.515
3909	168940.1874695521	104336.27476410661	271.504
3910	168939.5522310194	104336.34404393472	271.548
3911	168938.91914452246	104336.47617595457	271.52299999999997
3912	168938.26427643924	104336.58320343029	271.487
3913	168937.6395950194	104336.69182225596	271.47
3914	168936.99466131075	104336.7797911875	271.51
3915	168936.3508001575	104336.83383919019	271.545
3916	168935.71416767832	104336.99358075298	271.559
3917	168935.05385987344	104337.05961977225	271.593
3918	168934.40860406723	104337.20431466494	271.58099999999996
3919	168933.74988335554	104337.29186381213	271.54900000000004
3920	168933.1382527841	104337.40738906804	271.482
3921	168932.52949827525	104337.51643634122	271.452
3922	168931.9376806084	104337.57623285148	271.45599999999996
3923	168931.32452544742	104337.68600601796	271.38599999999997
3924	168930.67852084548	104337.77434264403	271.384
3925	168930.0873664738	104337.9475953374	271.317
3926	168929.4472342217	104337.98942235019	271.235
3927	168928.84645250964	104338.09608865157	271.205
3928	168928.22501007092	104338.19656340033	271.20799999999997
3929	168927.5900986388	104338.27418800816	271.22900000000004
3930	168926.96602855242	104338.41135906521	271.187
3931	168926.2975219456	104338.47662827652	271.242
3932	168925.66253018484	104338.64305066504	271.223
3933	168925.0062880534	104338.73561508488	271.209
3934	168924.36814144097	104338.88682502788	271.16900000000004
3935	168923.68249366645	104338.95889228024	271.172
3936	168923.0378798814	104339.02406210639	271.197
3937	168922.39858784765	104339.06366839632	271.14599999999996
3938	168921.78885424807	104339.08113483805	271.13599999999997
3939	168921.16974287492	104339.12822883204	271.139
3940	168920.53226903008	104339.12483330537	271.17400000000004
3941	168919.87220342326	104339.22294611856	271.153
3942	168919.20213043172	104339.19459285028	271.156
3943	168918.58002155676	104339.24890629761	271.10900000000004
3944	168917.91637804272	104339.31716008577	271.077
3945	168917.26291788337	104339.42957127001	271.106
3946	168916.60929445177	104339.5875858469	271.077
3947	168915.9782960243	104339.70118990913	271.08
3948	168915.37835761235	104339.90444462094	271.048
3949	168914.728169963	104339.9660732504	271.045
3950	168914.05445031842	104340.09305744432	270.995
3951	168913.4349858563	104340.13922416791	270.971
3952	168912.83539397406	104340.21252783947	270.901
3953	168912.23820139616	104340.31290589832	270.91
3954	168911.59990167673	104340.34102337994	270.89
3955	168910.96858865945	104340.4429478664	270.936
3956	168910.36483430845	104340.4172430886	270.86
3957	168909.75801092727	104340.48514515162	270.79400000000004
3958	168909.09490627598	104340.56897403765	270.779
3959	168908.40125595793	104340.71831879113	270.745
3960	168907.76034562895	104340.87804840226	270.767
3961	168907.16961918934	104340.99847139604	270.835
3962	168906.5465514162	104341.15474275872	270.85900000000004
3963	168905.9872497479	104341.1633078102	270.889
3964	168905.42244387497	104341.21523253899	270.874
3965	168904.8667972033	104341.23215296213	270.85400000000004
3966	168904.26191884343	104341.25482948497	270.888
3967	168903.67209225142	104341.35634715855	270.91700000000003
3968	168903.05302642073	104341.3908374738	270.959
3969	168902.45965246524	104341.48715190124	270.936
3970	168901.85128325797	104341.52205139585	270.869
3971	168901.22917218832	104341.57710839808	270.82
3972	168900.63344285844	104341.66729700379	270.85900000000004
3973	168900.01504650625	104341.71402526554	270.893
3974	168899.3930765299	104341.82933204155	270.9
3975	168898.7627263343	104341.82837458327	270.877
3976	168898.14138123445	104341.93515618425	270.83
3977	168897.53465716005	104342.00862145144	270.823
3978	168896.93372420693	104342.05819326825	270.87
3979	168896.29586477822	104342.16269142833	270.861
3980	168895.65920562355	104342.19749043975	270.887
3981	168895.05194731453	104342.3206363814	270.848
3982	168894.4339169702	104342.36477125715	270.813
3983	168893.79813754134	104342.48596150987	270.779
3984	168893.1822854545	104342.55253550783	270.723
3985	168892.5959132417	104342.58566092141	270.778
3986	168892.01380581612	104342.65606337227	270.817
3987	168891.4032988215	104342.6240336271	270.83099999999996
3988	168890.78397116758	104342.69856689125	270.82599999999996
3989	168890.1739235177	104342.63780476805	270.774
3990	168889.57213457284	104342.66086477507	270.728
3991	168888.99297343972	104342.70513927471	270.76599999999996
3992	168888.43008964256	104342.75151123572	270.769
3993	168887.8904136338	104342.85636146925	270.795
3994	168887.3706777051	104342.8365211701	270.797
3995	168886.87059553823	104342.97154490836	270.732
3996	168886.44712966087	104342.95520037971	270.638
3997	168886.11123938856	104342.94714039378	270.71299999999997
3998	168885.82218493777	104343.03824169654	270.732
3999	168885.6235599279	104343.00434827525	270.74
4000	168885.58037674802	104343.04720244929	270.72700000000003
4001	168885.5938320165	104343.07394551765	270.74
4002	168885.60328514018	104343.02318472881	270.763
4003	168885.60637825803	104342.92271890491	270.781
4004	168885.6290082566	104342.87682514545	270.77099999999996
4005	168885.6442524771	104342.90190617461	270.786
4006	168885.62977053793	104342.96284498088	270.795
4007	168885.6345183514	104343.0312678013	270.811
4008	168885.59980115385	104343.0667369701	270.798
4009	168885.40990347887	104342.98560242914	270.836
4010	168884.93965356503	104343.05510787573	270.783
4011	168884.3775126147	104343.05995742138	270.736
4012	168883.8465518654	104343.0877204379	270.695
4013	168883.27103193387	104343.14424377214	270.748
4014	168882.69095856996	104343.11121152714	270.786
4015	168882.07907963038	104343.16371201165	270.765
4016	168881.4994118911	104343.11696310434	270.678
4017	168880.8852050762	104343.12236845214	270.64599999999996
4018	168880.29661696113	104343.14362287708	270.683
4019	168879.668027388	104343.14897696301	270.678
4020	168879.00703598149	104343.24041781574	270.699
4021	168878.31964163287	104343.23610743694	270.738
4022	168877.65862139835	104343.36888847407	270.67400000000004
4023	168876.970800457	104343.48396255821	270.624
4024	168876.2937390726	104343.5818346832	270.56
4025	168875.59294267333	104343.63568662107	270.51599999999996
4026	168874.9008982826	104343.73517382238	270.502
4027	168874.24397394634	104343.85276861768	270.502
4028	168873.59603976744	104343.91607877798	270.534
4029	168872.9619976367	104344.05025446042	270.57599999999996
4030	168872.28214025768	104344.09899095539	270.573
4031	168871.5925381916	104344.24687193893	270.5
4032	168870.92230269208	104344.26412809361	270.423
4033	168870.25779626364	104344.3080997644	270.343
4034	168869.6003307394	104344.34431063756	270.27099999999996
4035	168868.9379993511	104344.41164833959	270.296
4036	168868.28578780656	104344.5077564288	270.282
4037	168867.66055150056	104344.53944811597	270.31
4038	168867.02247875408	104344.67064400483	270.262
4039	168866.32796659437	104344.7289687749	270.29200000000003
4040	168865.67227631088	104344.90051511303	270.228
4041	168865.01718688503	104344.93710580748	270.138
4042	168864.38582626852	104344.98620188516	270.069
4043	168863.72579981672	104345.04057174921	270.082
4044	168863.0864430686	104345.06535443198	270.077
4045	168862.48685444676	104345.13810766768	270.09
4046	168861.8421278537	104345.13543483336	270.07
4047	168861.2892886969	104345.26508192439	270.008
4048	168860.68394612867	104345.28479565587	270.003
4049	168860.09876600598	104345.2838186901	269.997
4050	168859.46348475697	104345.26579318568	269.991
4051	168858.8187842478	104345.22252222337	269.994
4052	168858.1542330447	104345.27910120692	269.954
4053	168857.5122886892	104345.26290596928	269.961
4054	168856.84828989953	104345.36453484464	269.932
4055	168856.17451593152	104345.44073161297	269.942
4056	168855.4929010001	104345.58234022185	269.893
4057	168854.82824689336	104345.63447009679	269.883
4058	168854.11313615786	104345.70254817419	269.87
4059	168853.42483860586	104345.71825902909	269.876
4060	168852.75787933543	104345.75017432868	269.895
4061	168852.10482318085	104345.81662032567	269.925
4062	168851.41883106937	104345.8191775661	269.872
4063	168850.68063068052	104345.895515888	269.83299999999997
4064	168849.95574037495	104345.90609130543	269.818
4065	168849.25971136495	104346.02317889873	269.747
4066	168848.59112753213	104346.07733473275	269.623
4067	168847.86757548765	104346.14593967982	269.59
4068	168847.18757348374	104346.1687254468	269.575
4069	168846.52607353684	104346.20307097305	269.553
4070	168845.88302653414	104346.29606302641	269.556
4071	168845.25976187384	104346.30829931516	269.558
4072	168844.57745813197	104346.40986442473	269.515
4073	168843.86508634296	104346.44328728132	269.52099999999996
4074	168843.1885225862	104346.53523319494	269.461
4075	168842.53342757665	104346.57349508163	269.428
4076	168841.8930479724	104346.65185198188	269.39799999999997
4077	168841.23248633818	104346.72309247218	269.41900000000004
4078	168840.58272658382	104346.73189793993	269.42400000000004
4079	168839.9489491562	104346.8588486258	269.35
4080	168839.2686951408	104346.85234419908	269.307
4081	168838.58605878882	104346.94723515213	269.25
4082	168837.90034146106	104346.97278245259	269.236
4083	168837.2562678837	104347.05372208357	269.188
4084	168836.61776581136	104347.1389454417	269.17900000000003
4085	168835.9609247281	104347.23355794884	269.15
4086	168835.36867192812	104347.34934896044	269.183
4087	168834.74742945947	104347.36122293025	269.211
4088	168834.06498746824	104347.43498164695	269.20799999999997
4089	168833.39160328015	104347.4353615921	269.127
4090	168832.70203400147	104347.50779739954	269.069
4091	168832.03877984348	104347.50079836324	268.967
4092	168831.36262408528	104347.51173544116	268.884
4093	168830.7345580611	104347.53711842373	268.939
4094	168830.08687927818	104347.52906286158	268.939
4095	168829.41204808513	104347.60192239936	268.923
4096	168828.73837670215	104347.58283683285	268.916
4097	168828.06087498853	104347.67125908285	268.856
4098	168827.40706391237	104347.74956986122	268.818
4099	168826.7631008711	104347.83292112313	268.784
4100	168825.41537893956	104347.90115849487	268.868
4101	168824.75079475334	104347.9671960175	268.892
4102	168824.0980258903	104347.98655954003	268.91200000000003
4103	168823.41325166618	104348.11444277223	268.878
4104	168822.76131749747	104348.16643661074	268.835
4105	168822.14809654263	104348.26231854782	268.753
4106	168821.4645797738	104348.33755810931	268.731
4107	168820.81610134366	104348.38715453725	268.72900000000004
4108	168820.2041562867	104348.45857086498	268.767
4109	168819.5793037806	104348.44948561769	268.809
4110	168818.95327117862	104348.53809239715	268.772
4111	168818.27854989877	104348.54681167658	268.728
4112	168817.63713412816	104348.58253002632	268.735
4113	168817.0450647912	104348.58023560327	268.666
4114	168816.41224368053	104348.60578872636	268.69
4115	168815.80761621922	104348.69187677838	268.718
4116	168815.15626200207	104348.74795201514	268.725
4117	168814.48348230604	104348.8790306095	268.664
4118	168813.80209010103	104348.92517380044	268.695
4119	168813.14141033348	104349.06315478217	268.613
4120	168812.46344876467	104349.11394490488	268.564
4121	168811.15241006415	104349.26221605018	268.443
4122	168810.4825333868	104349.31247907225	268.44599999999997
4123	168809.06588195817	104349.44387569092	268.519
4124	168808.35508517284	104349.50252084155	268.562
4125	168807.11378241878	104349.59505600575	268.613
4126	168805.8386472864	104349.70841915067	268.518
4127	168805.14793161175	104349.76917541586	268.46
4128	168804.45254315433	104349.80692781229	268.41200000000003
4129	168803.7790413421	104349.90723183285	268.408
4130	168803.1347929523	104349.97074910998	268.388
4131	168801.8401088084	104350.16635310277	268.399
4132	168801.19024816153	104350.27044923138	268.345
4133	168800.54114548952	104350.32857347839	268.312
4134	168799.2341106025	104350.48761395738	268.23900000000003
4135	168798.55055937194	104350.53931287769	268.214
4136	168797.8992737683	104350.64303357899	268.193
4137	168797.30989028758	104350.62091507576	268.244
4138	168796.7112826464	104350.71907653566	268.238
4139	168796.0910753709	104350.7074152464	268.221
4140	168795.4955495542	104350.77462906763	268.178
4141	168794.90093561957	104350.81941501424	268.158
4142	168794.2749014463	104350.84184344299	268.191
4143	168793.03128561063	104350.84965424333	268.236
4144	168792.43702070857	104350.96340369713	268.22700000000003
4145	168791.80832123748	104350.96654323768	268.189
4146	168791.17107449545	104351.06679244898	268.086
4147	168790.46724883278	104351.10396051966	268.057
4148	168789.79605518124	104351.15700219851	268.047
4149	168789.1280161883	104351.22544186376	268.055
4150	168788.47709170094	104351.26112992223	268.039
4151	168787.82650422884	104351.33574941847	268.07
4152	168787.1546921856	104351.32872556243	268.082
4153	168786.4908391902	104351.49024205375	268.061
4154	168785.84706119495	104351.52187745739	268.032
4155	168785.20579495854	104351.61599549651	267.966
4156	168784.53410948443	104351.67367063649	267.967
4157	168783.88482326345	104351.7835177593	267.983
4158	168783.27002897352	104351.85418669228	267.95099999999996
4159	168782.67316846517	104351.86226045061	267.931
4160	168782.09602164497	104351.94233245961	267.955
4161	168781.46506121755	104351.94620671496	267.964
4162	168780.8008599808	104352.03857531119	267.941
4163	168780.1202183543	104352.0409754226	267.905
4164	168779.46402835747	104352.08665648382	267.85
4165	168778.8391336368	104352.12299440894	267.893
4166	168778.22246766998	104352.15176100936	267.91900000000004
4167	168777.64154649805	104352.25703200046	267.943
4168	168777.04570681814	104352.24545956124	267.918
4169	168776.41085166507	104352.34182603564	267.902
4170	168775.8144067274	104352.36677177623	267.89099999999996
4171	168775.21623244876	104352.41006422322	267.882
4172	168774.58998903958	104352.49144560937	267.882
4173	168773.9505348218	104352.54404595215	267.913
4174	168773.30906573232	104352.66189356614	267.873
4175	168772.6453099797	104352.695869538	267.87
4176	168771.9929830374	104352.79180368874	267.80400000000003
4177	168771.40337675126	104352.79897758551	267.785
4178	168770.81377046512	104352.80615148228	
4179	168770.3032888321	104352.81236264831	
4180	168769.7928071991	104352.81857381435	
4181	168769.28232556608	104352.82478498039	
4182	168768.77184393306	104352.83099614643	
4183	168768.26136230005	104352.83720731246	
4184	168767.75088066704	104352.8434184785	
4185	168767.24039903402	104352.84962964454	
4186	168766.729917401	104352.85584081057	
4187	168766.219435768	104352.86205197661	
4188	168765.70895413499	104352.86826314265	
4189	168765.19847250197	104352.87447430869	
4190	168764.68799086896	104352.88068547472	
4191	168764.17750923595	104352.88689664076	
4192	168763.66702760293	104352.8931078068	
4193	168763.15654596992	104352.89931897284	
4194	168691.90969906547	104359.68673137389	267.809
4195	168691.91327276343	104359.65096535534	267.827
4196	168691.8935391324	104359.65145167429	267.871
4197	168691.86409723695	104359.64096612111	267.897
4198	168691.8618828798	104359.66209179722	267.91200000000003
4199	168691.90161252537	104359.58696741797	267.92400000000004
4200	168691.95209609187	104359.56323181652	267.911
4201	168691.95124173106	104359.56953177042	267.941
4202	168691.92189705383	104359.56516415533	267.964
4203	168691.7780223646	104359.51089437213	268.008
4204	168691.37561115823	104359.55766971502	267.99
4205	168690.86120139033	104359.5109872017	267.973
4206	168690.28594409712	104359.56160020735	267.931
4207	168689.62732737884	104359.6217435794	267.998
4208	168688.97316756897	104359.63166436646	268.01599999999996
4209	168688.27567088668	104359.72837592103	268.034
4210	168687.5848001994	104359.76653039828	268.01099999999997
4211	168686.89974935623	104359.94040494412	268.02099999999996
4212	168686.2229572891	104359.96377886739	267.981
4213	168685.53979096044	104360.0753720114	267.944
4214	168684.86906713687	104360.13065322395	267.943
4215	168684.21407786626	104360.2406777693	267.885
4216	168683.5581953986	104360.33438564837	267.902
4217	168682.91658054508	104360.39347769786	267.902
4218	168682.2289374499	104360.49374715053	267.889
4219	168681.54632172617	104360.51691569481	267.889
4220	168680.8675214668	104360.63760858309	267.869
4221	168680.16266351298	104360.66477704886	267.814
4222	168679.4493034074	104360.74326626398	267.718
4223	168678.75567541766	104360.78808588348	267.688
4224	168678.0813851401	104360.84354072437	267.676
4225	168677.39845922386	104360.92084015533	267.703
4226	168676.7532426923	104360.92282265984	267.742
4227	168676.09600770162	104361.02931801416	267.789
4228	168674.80641598	104361.13153868262	267.767
4229	168674.17307013148	104361.2053061761	267.742
4230	168672.8599338268	104361.3773329733	267.722
4231	168672.22268946073	104361.41067371052	267.697
4232	168671.56505478124	104361.5294034062	267.718
4233	168670.92120508742	104361.54826118425	267.714
4234	168670.26758081	104361.64216407202	267.624
4235	168669.6340563229	104361.69924712367	267.54400000000004
4236	168669.04836253548	104361.77689127717	267.539
4237	168668.51616699353	104361.88586868346	267.555
4238	168668.00022990536	104361.93502531853	267.57599999999996
4239	168667.5380120484	104362.05388996657	267.562
4240	168666.90349056706	104362.09039245546	267.508
4241	168666.82115812477	104362.07842247002	267.539
4242	168666.89857421065	104362.06887080986	267.476
4243	168666.90194436684	104362.05701829027	267.485
4244	168666.84288369634	104362.0188063411	267.538
4245	168666.81501904997	104362.06653634738	267.573
4246	168666.9115269674	104362.03628940508	267.546
4247	168667.0121294374	104361.92374747247	267.538
4248	168667.04700816047	104361.84211740736	267.569
4249	168667.04182292352	104361.86304721236	267.582
4250	168667.0265655726	104361.8750431044	267.621
4251	168667.0024221416	104361.87885080371	267.653
4252	168666.97104298868	104361.87836915161	267.688
4253	168666.9737526544	104361.88523784932	267.704
4254	168666.9915706715	104361.88863768615	267.728
4255	168667.01129381006	104361.89111734275	267.747
4256	168667.02702924286	104361.8783816155	267.781
4257	168667.0377271279	104361.87841941975	267.795
4258	168666.9666187658	104361.88576878607	267.847
4259	168666.7697498591	104367.07316464745	268.465
4260	168666.79620096594	104366.9208743833	268.491
4261	168666.79898887954	104366.93923701905	268.491
4262	168666.80460859704	104366.96354187932	268.494
4263	168666.79702444276	104366.99058080185	268.538
4264	168666.8151548525	104366.9728482319	268.572
4265	168666.83257629655	104366.98755494505	268.578
4266	168666.8156283484	104366.97340604849	268.561
4267	168666.82078868634	104366.95952065941	268.565
4268	168666.80051346085	104366.97872870695	268.597
4269	168666.7729832275	104366.96546932124	268.619
4270	168666.7198858234	104366.95527107827	268.625
4271	168666.70975905095	104366.928169569	268.651
4272	168666.71110718395	104366.91668066941	268.691
4273	168667.17425747134	104366.8365640156	268.764
4274	168667.69103719236	104366.85155233927	268.776
4275	168668.32606370669	104366.8065241715	268.74
4276	168669.6348350239	104366.75924269482	268.67400000000004
4277	168670.31307649476	104366.69545856956	268.709
4278	168671.0366929517	104366.70802677888	268.722
4279	168671.73521427816	104366.62373715267	268.72700000000003
4280	168672.4577537466	104366.63834094629	268.732
4281	168673.19046898934	104366.56529528089	268.705
4282	168673.88067670027	104366.61352444347	268.7
4283	168674.54359838343	104366.545793687	268.67900000000003
4284	168675.21482934165	104366.54853742849	268.635
4285	168675.93749768884	104366.49306788109	268.58799999999997
4286	168676.65790611104	104366.50525475387	268.512
4287	168677.3725626577	104366.46328993607	268.45599999999996
4288	168678.08424934294	104366.48805212043	268.384
4289	168678.74550064813	104366.45572388638	268.35900000000004
4290	168679.39079167682	104366.39886891283	268.335
4291	168680.04323517048	104366.36984656658	268.319
4292	168680.67480188835	104366.26122173015	268.295
4293	168681.32097504733	104366.2238351889	268.281
4294	168681.9670112505	104366.12434538081	268.207
4295	168682.59669756415	104366.07689007651	268.135
4296	168683.18139734864	104365.97773963399	268.073
4297	168683.80466037523	104365.93155942578	268.07
4298	168684.44431211078	104365.95680921059	268.068
4299	168685.0975967465	104365.89164102823	268.058
4300	168685.76697792107	104365.91328849643	268.032
4301	168686.4403803247	104365.83984947111	267.995
4302	168687.08944996184	104365.85734685883	267.92400000000004
4303	168687.74796078197	104365.7933097817	267.88599999999997
4304	168688.41523076527	104365.70613106992	267.836
4305	168689.0321497585	104365.60524144024	267.812
4306	168689.664758491	104365.53814685717	267.823
4307	168690.30624293047	104365.51576074027	267.851
4308	168690.95132519046	104365.41719556134	267.863
4309	168691.55830984842	104365.40284431633	267.867
4310	168692.17975592904	104365.36629851442	267.853
4311	168692.82379246267	104365.3617183743	267.817
4312	168693.43434415065	104365.27990103792	267.785
4313	168694.0435083031	104365.22069542669	267.8
4314	168694.62828682907	104365.20014835615	267.83799999999997
4315	168695.2176004964	104365.14087262563	267.87
4316	168695.83135932175	104365.16047069523	267.871
4317	168697.02253121074	104365.02398195025	267.87
4318	168697.63893965702	104364.96665621363	267.858
4319	168698.23974798416	104364.95098620001	267.887
4320	168698.83721364947	104364.93938282225	267.939
4321	168699.4506543416	104364.84738041274	267.93
4322	168700.0598653765	104364.84212172776	267.962
4323	168700.6942987502	104364.79690995906	267.92400000000004
4324	168701.3493399612	104364.80645882431	267.879
4325	168702.0073192587	104364.79191854689	267.875
4326	168702.64868891874	104364.76842122804	267.901
4327	168703.256414511	104364.77984200232	267.945
4328	168703.85212342325	104364.72726362012	267.969
4329	168704.44051860497	104364.72601012979	267.97700000000003
4330	168705.59887995143	104364.52341125999	267.96299999999997
4331	168706.21983436507	104364.49149990361	267.935
4332	168707.5121518141	104364.29085887037	267.972
4333	168708.11433922965	104364.15432600956	268.009
4334	168708.7367371572	104364.11760013923	268.052
4335	168709.3736339873	104364.01455905195	268.08099999999996
4336	168710.01180229214	104363.98882670235	268.046
4337	168710.66331961824	104363.91939163953	267.961
4338	168711.27961540458	104363.89395273384	267.947
4339	168711.88313809235	104363.85030125175	268.01
4340	168712.43519407779	104363.87301954906	267.967
4341	168713.06073117245	104363.92324931175	267.96299999999997
4342	168714.3260718284	104363.82169357687	267.957
4343	168714.9214880726	104363.75113337673	267.96299999999997
4344	168715.54809628744	104363.73388829734	267.944
4345	168716.14316251356	104363.6950272629	267.98400000000004
4346	168716.68930287941	104363.60927675944	268.02099999999996
4347	168717.98368949722	104363.52932908479	268.08
4348	168718.6657580117	104363.45926173218	268.069
4349	168719.33491295762	104363.3435448138	268.142
4350	168720.6522051297	104363.34079774097	267.978
4351	168721.29827842538	104363.3317791177	267.96299999999997
4352	168721.92137588776	104363.33250437211	267.995
4353	168722.58432155557	104363.2918454418	267.994
4354	168723.23971617152	104363.33587925509	268.045
4355	168723.87496037327	104363.26323664747	268.012
4356	168724.5337345369	104363.25926874299	268.005
4357	168725.1776998163	104363.2413448058	267.936
4358	168725.81732548977	104363.24046067148	267.887
4359	168726.4820718422	104363.22835738678	267.883
4360	168727.1078849065	104363.2007294828	267.878
4361	168727.73942305052	104363.23466866929	267.874
4362	168728.3582185588	104363.17475962266	267.858
4363	168729.01370900514	104363.22528284602	267.874
4364	168729.60652231125	104363.15137820132	267.85200000000003
4365	168730.1828428211	104363.10262705106	267.785
4366	168730.7788760396	104363.02576784417	267.806
4367	168731.40062046217	104362.90524979774	267.839
4368	168732.06555858703	104362.90612460952	267.881
4369	168732.72365667054	104362.8246657867	267.819
4370	168733.41609149368	104362.81470075808	267.812
4371	168734.0955597369	104362.74054777622	267.769
4372	168734.74522079172	104362.72542592045	267.722
4373	168735.39096008966	104362.67655077484	267.731
4374	168736.0209298983	104362.5829427857	267.744
4375	168736.6513461129	104362.53104733583	267.737
4376	168737.3035365545	104362.43955751508	267.745
4377	168737.9455291184	104362.44164934754	267.756
4378	168738.61538960523	104362.39527011476	267.692
4379	168739.28529663122	104362.36928311922	267.663
4380	168739.94684428687	104362.35420406796	267.685
4381	168740.61807791668	104362.32284587994	267.693
4382	168741.2713921259	104362.35019019246	267.704
4383	168741.93779832395	104362.30583832227	267.707
4384	168742.6371384251	104362.32630159706	267.67900000000003
4385	168743.33072684976	104362.25924440101	267.668
4386	168743.95511242334	104362.23198418692	267.685
4387	168745.21307215042	104362.10037780087	267.664
4388	168745.85456667992	104362.04184901807	267.707
4389	168746.51976082948	104361.97061308008	267.756
4390	168747.13029578316	104361.9273612611	267.791
4391	168747.79200821626	104361.83238427062	267.718
4392	168748.4521262924	104361.81822811905	267.709
4393	168749.00833872266	104361.64112352487	267.69599999999997
4394	168749.5772660404	104361.53209919576	267.698
4395	168750.1359345741	104361.36631172057	267.668
4396	168750.6911433082	104361.23758835718	267.692
4397	168751.27092185384	104361.185885665	267.763
4398	168752.45646435564	104361.19602631684	267.835
4399	168753.08711954314	104361.1103942031	267.823
4400	168753.72040269797	104361.05461794604	267.782
4401	168754.35547371357	104360.96399635449	267.756
4402	168754.95908990904	104360.89421129134	267.818
4403	168756.20851535126	104360.78945756424	267.883
4404	168756.82776176187	104360.83707481995	267.871
4405	168757.4639933079	104360.82135192305	267.875
4406	168758.78427820353	104360.81287812348	267.892
4407	168759.35623545985	104360.75447480846	267.931
4408	168759.91822288168	104360.72532644775	267.96299999999997
4409	168760.51631080155	104360.67257750127	267.962
4410	168761.10264924477	104360.7150730826	267.915
4411	168761.72520304366	104360.66815799568	267.883
4412	168762.37529447392	104360.66583239567	267.894
4413	168763.04577118217	104360.7138177203	267.889
4414	168763.72656873547	104360.70066383202	267.902
4415	168765.040545249	104360.69457914587	267.928
4416	168765.70610301258	104360.68841588497	267.935
4417	168766.3345108981	104360.63317995984	267.91
4418	168766.95518825448	104360.61258302256	267.897
4419	168767.5973624743	104360.59706783667	267.908
4420	168768.20720797344	104360.51377355494	267.952
4421	168768.79544233694	104360.49102236517	267.965
4422	168769.42358721467	104360.40946167707	267.937
4423	168770.06191268234	104360.37317036372	267.899
4424	168770.68038704057	104360.27007118706	267.875
4425	168771.28946080667	104360.20327348448	267.841
4426	168771.90996506243	104360.16450910922	267.881
4427	168772.58331738584	104360.10572600551	267.884
4428	168773.18256216028	104360.09543500748	267.94599999999997
4429	168773.78838521178	104359.97338229883	267.95599999999996
4430	168774.42195982675	104359.90259363409	267.98400000000004
4431	168774.99143750878	104359.73925715592	268.005
4432	168775.5956675592	104359.6641005585	267.95799999999997
4433	168776.1885757591	104359.59724596515	268.03700000000003
4434	168776.81350951604	104359.51623087842	268.078
4435	168777.4361145946	104359.48841213528	268.115
4436	168778.06841820115	104359.34050061088	268.10900000000004
4437	168778.73511423523	104359.2816946255	268.10900000000004
4438	168779.42380740072	104359.18755902443	268.091
4439	168780.11372596695	104359.14996928815	268.051
4440	168780.7858826097	104359.09322217386	268.043
4441	168781.52299605653	104359.05431735422	268.07
4442	168782.1787095358	104359.07555764634	268.14599999999996
4443	168782.8666770744	104358.98494216613	268.126
4444	168783.5759338492	104358.95780301187	268.103
4445	168784.26615723435	104358.86793726217	268.067
4446	168784.9454379762	104358.81344059017	268.031
4447	168785.59551474647	104358.74845877755	267.98400000000004
4448	168787.00945357117	104358.6101871198	268.02299999999997
4449	168788.40109012343	104358.49278464634	268.055
4450	168789.04386457254	104358.40886835102	268.048
4451	168789.69064701645	104358.36778956279	268.089
4452	168790.27207092007	104358.25473565236	268.078
4453	168790.88965666806	104358.20113258343	268.052
4454	168792.04718861557	104357.96573709697	268.004
4455	168792.6394046289	104357.92650375329	268.045
4456	168793.25694660418	104357.81839858368	268.087
4457	168794.49932817975	104357.72271252703	268.123
4458	168795.0810352685	104357.69716031197	268.137
4459	168795.67638235114	104357.71336757205	268.16900000000004
4460	168796.9168902471	104357.70999549609	268.219
4461	168797.5451150584	104357.60619262047	268.187
4462	168798.24457763278	104357.59236805886	268.13
4463	168798.93350988269	104357.53141916823	268.10200000000003
4464	168799.5825706365	104357.45141953789	268.105
4465	168800.2049394548	104357.35649445839	268.163
4466	168800.80103825487	104357.22829263285	268.163
4467	168801.39543962636	104357.20964541286	268.198
4468	168802.02233737067	104357.14476849884	268.215
4469	168803.31759801132	104357.08727596607	268.223
4470	168803.93853685597	104357.09356463887	268.23400000000004
4471	168804.4916336892	104357.02434691414	268.243
